Wavelength,NC1,NC2,NC3,SF1,SF2,SF3,SN1,SN2,SN3
Group,NC,NC,NC,SF,SF,SF,SN,SN,SN
1220.828045,58.930799,77.302289,69.707194,96.138811,95.459284,93.948864,79.484212,85.338817,85.41355
1222.264313,59.061191,77.395945,69.816636,96.096223,95.415677,93.86994,78.89161,84.842489,85.156087
1223.700581,59.190236,77.489244,69.925033,96.05628,95.375769,93.797627,78.280497,84.328711,84.907146
1225.136849,59.313102,77.579884,70.032409,96.019385,95.341205,93.733263,77.661509,83.805428,84.671296
1226.573118,59.437338,77.671721,70.141179,95.986838,95.311737,93.679303,77.049061,83.2793,84.458612
1228.009386,59.553969,77.761869,70.245615,95.963246,95.287835,93.637613,76.451989,82.756637,84.277921
1229.445654,59.669239,77.848413,70.348033,95.947018,95.272646,93.610343,75.893172,82.253094,84.13874
1230.881923,59.780236,77.929944,70.441631,95.935633,95.265646,93.59785,75.372362,81.761072,84.040375
1232.318191,59.892451,78.012144,70.533797,95.93416,95.267524,93.599006,74.910397,81.298587,83.985271
1233.754459,59.999646,78.093234,70.626864,95.943946,95.279298,93.612471,74.505293,80.860711,83.971011
1235.190727,60.106791,78.171036,70.715978,95.961666,95.29795,93.63733,74.159241,80.44864,83.993066
1236.626996,60.210522,78.244767,70.798297,95.985565,95.32267,93.671849,73.869188,80.065619,84.045801
1238.063264,60.312673,78.317874,70.879739,96.012002,95.352626,93.713879,73.630485,79.713847,84.121217
1239.499532,60.40792,78.386574,70.957561,96.04005,95.383932,93.761023,73.427965,79.386906,84.20911
1240.935801,60.505921,78.452767,71.037523,96.072368,95.415773,93.810748,73.267413,79.097886,84.307695
1242.372069,60.597816,78.515527,71.113611,96.106601,95.447022,93.859034,73.129687,78.833585,84.406921
1243.808337,60.687866,78.576745,71.186036,96.1394,95.476756,93.905562,73.0232,78.607986,84.502727
1245.244605,60.774551,78.6381,71.256838,96.171098,95.505174,93.952039,72.944081,78.419475,84.595029
1246.680874,60.860971,78.700525,71.328242,96.20223,95.530749,93.996742,72.893057,78.27172,84.684299
1248.117142,60.942845,78.759197,71.396623,96.232658,95.554019,94.037876,72.868849,78.167788,84.77052
1249.55341,61.025589,78.81643,71.465204,96.260622,95.576471,94.076365,72.874604,78.109911,84.853115
1250.989679,61.101922,78.870238,71.53315,96.285722,95.596904,94.112033,72.899189,78.087967,84.927146
1252.425947,61.178475,78.922991,71.604282,96.310477,95.616385,94.145315,72.952527,78.114032,84.995543
1253.862215,61.251294,78.975375,71.670379,96.333182,95.635392,94.175456,73.017811,78.17009,85.05583
1255.298483,61.326918,79.027539,71.732467,96.350855,95.652206,94.201531,73.100736,78.262538,85.109833
1256.734752,61.400095,79.078561,71.790992,96.365513,95.667209,94.225319,73.194895,78.384913,85.160378
1258.17102,61.471821,79.130408,71.848328,96.379475,95.682834,94.248714,73.303804,78.53624,85.210705
1259.607288,61.537936,79.178344,71.905844,96.39553,95.700611,94.272484,73.432341,78.715376,85.266091
1261.043557,61.603595,79.225018,71.963779,96.416444,95.720983,94.29902,73.591209,78.9226,85.335741
1262.479825,61.664915,79.269868,72.014736,96.43974,95.744854,94.330312,73.780656,79.147057,85.42398
1263.916093,61.731749,79.31405,72.067747,96.464901,95.773869,94.369324,74.021506,79.402866,85.537138
1265.352361,61.797005,79.358273,72.121278,96.496244,95.807212,94.417467,74.303347,79.674291,85.674928
1266.78863,61.863747,79.402251,72.175208,96.53432,95.844235,94.472861,74.631239,79.964964,85.837281
1268.224898,61.929329,79.443367,72.230758,96.577624,95.885808,94.535192,74.99393,80.264227,86.020367
1269.661166,61.993918,79.485077,72.287858,96.624501,95.930726,94.603291,75.380818,80.564385,86.217906
1271.097435,62.051331,79.523291,72.341699,96.67156,95.976527,94.672179,75.776374,80.858446,86.421326
1272.533703,62.110167,79.559409,72.395522,96.717487,96.02213,94.740489,76.172096,81.144058,86.623951
1273.969971,62.165755,79.5939,72.445762,96.760245,96.065073,94.806057,76.547752,81.406706,86.815062
1275.40624,62.223407,79.627109,72.496755,96.797585,96.102451,94.865125,76.904067,81.65472,86.989834
1276.842508,62.27777,79.659516,72.544576,96.831819,96.133992,94.917702,77.224919,81.875741,87.144585
1278.278776,62.331772,79.69247,72.589938,96.862765,96.161462,94.962116,77.517025,82.082394,87.278131
1279.715044,62.382012,79.720833,72.632158,96.888088,96.184914,94.996603,77.777543,82.274288,87.389309
1281.151313,62.432965,79.746222,72.669792,96.908448,96.203485,95.024955,78.015417,82.455432,87.482991
1282.587581,62.480188,79.767892,72.70247,96.922895,96.218009,95.048469,78.237818,82.632883,87.563368
1284.023849,62.527703,79.787685,72.736252,96.932908,96.229673,95.068133,78.454228,82.814835,87.633542
1285.460118,62.567202,79.804813,72.764056,96.943171,96.238571,95.086428,78.66208,82.994796,87.694236
1286.896386,62.603167,79.821168,72.790264,96.953101,96.246161,95.101859,78.871344,83.183271,87.748924
1288.332654,62.632066,79.836454,72.81409,96.961451,96.254146,95.11357,79.070054,83.36705,87.798307
1289.768922,62.655714,79.848071,72.833089,96.968874,96.261781,95.122899,79.26364,83.551965,87.84311
1291.205191,62.673238,79.85602,72.84988,96.976251,96.268718,95.131537,79.442312,83.73173,87.88422
1292.641459,62.681385,79.860768,72.863224,96.981732,96.272449,95.137264,79.606297,83.901979,87.915245
1294.077727,62.681082,79.86651,72.871433,96.986853,96.274885,95.142372,79.755644,84.061448,87.94192
1295.513996,62.676831,79.87062,72.877167,96.991282,96.275699,95.145007,79.89392,84.212771,87.962775
1296.950264,62.663062,79.873062,72.876827,96.996073,96.274615,95.145414,80.013212,84.347143,87.976394
1298.386532,62.646584,79.876549,72.874917,97.000268,96.272536,95.143201,80.121855,84.474784,87.984525
1299.8228,62.625366,79.87554,72.870781,97.002678,96.269813,95.138793,80.209267,84.585291,87.986509
1301.259069,62.602967,79.873464,72.864215,97.00344,96.265228,95.134107,80.294555,84.691443,87.984488
1302.695337,62.575708,79.871813,72.856533,97.002955,96.259358,95.129275,80.373532,84.791955,87.979822
1304.131605,62.550092,79.869261,72.852305,97.002602,96.253573,95.124742,80.447939,84.887138,87.974161
1305.567874,62.521594,79.865822,72.845759,97.002453,96.247379,95.119781,80.516759,84.975114,87.966004
1307.004142,62.497855,79.866221,72.841414,97.001529,96.241434,95.112771,80.585315,85.064482,87.957263
1308.44041,62.477026,79.864063,72.838219,97.000646,96.236248,95.10472,80.647143,85.147579,87.948367
1309.876678,62.462153,79.85904,72.836525,96.999616,96.229978,95.096958,80.706425,85.229741,87.938057
1311.312947,62.449544,79.857058,72.835693,96.998423,96.222751,95.08952,80.747056,85.294671,87.925482
1312.749215,62.435786,79.853163,72.834077,96.99589,96.214417,95.079493,80.774236,85.348868,87.905985
1314.185483,62.425491,79.848363,72.832333,96.993647,96.206622,95.069635,80.804424,85.407834,87.888596
1315.621752,62.406274,79.839145,72.825098,96.989309,96.196573,95.056393,80.836303,85.469172,87.862389
1317.05802,62.38925,79.829439,72.816887,96.985681,96.187164,95.043356,80.871856,85.533684,87.838069
1318.494288,62.392065,79.825812,72.820858,96.981873,96.1779,95.030064,80.907722,85.597439,87.814025
1319.930556,62.387174,79.819801,72.820867,96.977031,96.16786,95.016945,80.929377,85.645502,87.789331
1321.366825,62.386508,79.812053,72.81961,96.970887,96.156503,94.999909,80.94542,85.684663,87.75356
1322.803093,62.383164,79.806324,72.81664,96.965155,96.145826,94.985497,80.932599,85.695731,87.720049
1324.239361,62.373405,79.792196,72.807198,96.957081,96.132245,94.965713,80.89476,85.68137,87.680382
1325.67563,62.35002,79.775174,72.792045,96.948379,96.1184,94.943648,80.804257,85.62201,87.622403
1327.111898,62.322956,79.757895,72.775173,96.94007,96.104906,94.922848,80.682457,85.531192,87.566209
1328.548166,62.288023,79.738728,72.75426,96.932463,96.091942,94.903671,80.54322,85.418644,87.512506
1329.984434,62.249975,79.719463,72.731987,96.925657,96.079699,94.886499,80.397914,85.296033,87.462837
1331.420703,62.204187,79.698471,72.705887,96.919888,96.0682,94.871316,80.248393,85.164972,87.416728
1332.856971,62.155326,79.677335,72.678484,96.915259,96.05758,94.858062,80.119944,85.058053,87.375815
1334.293239,62.101942,79.654771,72.648068,96.911682,96.047779,94.846332,80.012861,84.965187,87.338897
1335.729508,62.04822,79.635197,72.61802,96.907944,96.036218,94.833448,79.931751,84.890993,87.307882
1337.165776,62.00365,79.617339,72.59384,96.910206,96.03207,94.831819,79.894158,84.851117,87.296625
1338.602044,61.974046,79.606619,72.580997,96.91367,96.028647,94.833072,79.909885,84.854452,87.302613
1340.038312,61.936291,79.594359,72.56274,96.91721,96.02483,94.834801,79.947958,84.876113,87.311514
1341.474581,61.91032,79.584792,72.548409,96.918208,96.020624,94.834063,79.979162,84.896761,87.308719
1342.910849,61.884119,79.577603,72.534972,96.920677,96.016464,94.834937,80.023682,84.93503,87.313798
1344.347117,61.857257,79.565042,72.519815,96.926852,96.00938,94.829458,80.092995,85.002221,87.322729
1345.783386,61.82919,79.556797,72.506914,96.932582,96.002866,94.823415,80.157216,85.073544,87.317495
1347.219654,61.809101,79.551148,72.497693,96.934723,95.995733,94.817017,80.236157,85.160836,87.312063
1348.655922,61.78989,79.545825,72.488831,96.93946,95.987424,94.808212,80.334751,85.271433,87.30339
1350.09219,61.775431,79.542121,72.482472,96.941314,95.977534,94.796279,80.45798,85.408055,87.286268
1351.528459,61.760763,79.538184,72.475654,96.939939,95.965623,94.780402,80.570101,85.544558,87.255905
1352.964727,61.749843,79.535346,72.470697,96.935198,95.951487,94.760499,80.646084,85.656167,87.212846
1354.400995,61.737643,79.532124,72.464952,96.927023,95.934931,94.736425,80.65988,85.706137,87.154972
1355.837264,61.725266,79.526375,72.459634,96.916337,95.916576,94.711524,80.624839,85.704688,87.097147
1357.273532,61.709109,79.520753,72.452126,96.904439,95.900532,94.687285,80.560676,85.680246,87.027472
1358.7098,61.696782,79.517212,72.446364,96.888442,95.880748,94.658004,80.456019,85.631776,86.953454
1360.146068,61.680672,79.511186,72.438225,96.869455,95.859542,94.626169,80.283113,85.524179,86.865489
1361.582337,61.664719,79.503786,72.429905,96.850048,95.837555,94.593227,80.056065,85.368289,86.770493
1363.018605,61.644363,79.493077,72.418882,96.830481,95.815066,94.559885,79.790229,85.176891,86.68351
1364.454873,61.624741,79.480704,72.407886,96.814512,95.792697,94.526903,79.512761,84.96494,86.605948
1365.891142,61.600395,79.465218,72.394687,96.795384,95.770643,94.493783,79.222505,84.731464,86.518703
1367.32741,61.576272,79.447881,72.381624,96.778168,95.74916,94.461331,78.946299,84.51256,86.431532
1368.763678,61.547073,79.426581,72.365762,96.764334,95.728326,94.429745,78.676036,84.275046,86.351514
1370.199946,61.516945,79.402568,72.349225,96.749478,95.708236,94.399181,78.438604,84.048744,86.272815
1371.636215,61.475479,79.373138,72.327084,96.735624,95.688718,94.369762,78.187539,83.803114,86.195926
1373.072483,61.438531,79.341273,72.305318,96.724426,95.67009,94.342078,77.918568,83.531385,86.12374
1374.508751,61.37283,79.292525,72.263728,96.714039,95.650989,94.315906,77.653159,83.25406,86.056749
1375.94502,61.335837,79.257517,72.242653,96.707635,95.635513,94.292243,77.390285,82.970505,85.99518
1377.381288,61.292854,79.221883,72.215358,96.7014,95.620209,94.266642,77.161423,82.732833,85.928401
1378.817556,61.234071,79.175753,72.178754,96.696984,95.606186,94.244289,76.961027,82.540699,85.870596
1380.253825,61.157618,79.120521,72.131053,96.693665,95.592811,94.223217,76.786587,82.386224,85.816892
1381.690093,61.060035,79.056555,72.072223,96.691111,95.579856,94.203146,76.631555,82.260684,85.766737
1383.126361,60.95287,78.984497,72.002954,96.685406,95.567004,94.183618,76.493345,82.155039,85.718911
1384.562629,60.829794,78.904512,71.923252,96.681632,95.554189,94.164403,76.402189,82.102091,85.673288
1385.998898,60.68465,78.815164,71.830683,96.677685,95.540977,94.144829,76.338448,82.089996,85.627495
1387.435166,60.521723,78.717633,71.727042,96.673287,95.527093,94.124697,76.30282,82.119854,85.581485
1388.871434,60.335702,78.610359,71.609993,96.665634,95.512166,94.103474,76.264841,82.142528,85.533021
1390.307703,60.130949,78.494717,71.481292,96.658047,95.496001,94.081132,76.243462,82.189044,85.482662
1391.743971,59.903481,78.369629,71.338649,96.649161,95.47857,94.057456,76.178742,82.197343,85.428951
1393.180239,59.66821,78.238356,71.188094,96.64021,95.460279,94.032999,76.116763,82.217083,85.373165
1394.616507,59.40993,78.097774,71.024293,96.630117,95.44125,94.007811,76.058143,82.257827,85.314076
1396.052776,59.178754,77.972207,70.880018,96.621605,95.424654,93.982864,75.975188,82.275923,85.253007
1397.489044,58.917422,77.831592,70.715744,96.611308,95.406643,93.957423,75.898537,82.297279,85.191561
1398.925312,58.663692,77.686838,70.552121,96.60277,95.391974,93.938202,75.808392,82.312201,85.14635
1400.361581,58.377104,77.537572,70.374665,96.590456,95.371894,93.909499,75.685927,82.300071,85.075181
1401.797849,58.085522,77.385849,70.194789,96.578719,95.352743,93.88228,75.531946,82.248736,85.005997
1403.234117,57.813216,77.233382,70.016202,96.567899,95.335011,93.857504,75.354506,82.161287,84.947802
1404.670385,57.533404,77.079403,69.83748,96.558147,95.318745,93.834823,75.145696,82.038013,84.887157
1406.106654,57.257541,76.924413,69.659662,96.549659,95.304333,93.814819,74.895091,81.862452,84.831598
1407.542922,56.99262,76.769531,69.484456,96.542558,95.291811,93.79777,74.620943,81.647811,84.785624
1408.97919,56.738599,76.614021,69.311084,96.536932,95.28104,93.783741,74.356022,81.432444,84.749345
1410.415459,56.49756,76.457912,69.139803,96.532688,95.272099,93.772649,74.124073,81.240196,84.72323
1411.851727,56.268693,76.300428,68.969742,96.529862,95.265011,93.764343,73.920281,81.076569,84.705479
1413.287995,56.052398,76.141022,68.800604,96.528039,95.259451,93.758384,73.810844,81.00375,84.697476
1414.724263,55.849073,75.979408,68.632245,96.526994,95.255212,93.754523,73.769252,80.99543,84.698209
1416.160532,55.629924,75.796173,68.447561,96.522166,95.244024,93.740913,73.745075,81.007598,84.67527
1417.5968,55.448908,75.634246,68.285582,96.524629,95.24532,93.744874,73.808907,81.098468,84.678951
1419.033068,55.289942,75.469014,68.124906,96.525951,95.245376,93.749189,73.973801,81.285733,84.72425
1420.469337,55.097789,75.292136,67.945525,96.521616,95.236328,93.738459,74.158221,81.501315,84.732191
1421.905605,54.914838,75.105925,67.762929,96.517318,95.226766,93.727819,74.330348,81.724115,84.738449
1423.341873,54.725895,74.907247,67.569172,96.510616,95.213217,93.711076,74.475198,81.915492,84.728002
1424.778141,54.51751,74.697453,67.364398,96.501105,95.195471,93.687656,74.604069,82.119275,84.691227
1426.21441,54.296528,74.474238,67.146289,96.488962,95.173582,93.657568,74.668411,82.280567,84.635356
1427.650678,54.059176,74.23878,66.914694,96.474405,95.147706,93.621012,74.672276,82.399538,84.55922
1429.086946,53.800421,73.988665,66.666648,96.457668,95.117804,93.577858,74.63717,82.48699,84.463433
1430.523215,53.510561,73.729921,66.398738,96.444157,95.090989,93.538647,74.554245,82.538157,84.368871
1431.959483,53.206921,73.453021,66.119482,96.420218,95.049727,93.478577,74.401882,82.557784,84.237232
1433.395751,52.886205,73.169934,65.831247,96.396049,95.006742,93.416171,74.197828,82.543319,84.072389
1434.832019,52.549158,72.870045,65.528017,96.371377,94.962621,93.348859,73.938629,82.490678,83.883089
1436.268288,52.151336,72.536948,65.180253,96.347354,94.917575,93.277084,73.617701,82.40366,83.63399
1437.704556,51.764048,72.2281,64.848788,96.333801,94.887677,93.228869,73.28263,82.296954,83.437153
1439.140824,51.359274,71.910806,64.50695,96.319638,94.853988,93.179203,72.971515,82.18649,83.283553
1440.577093,50.967197,71.60136,64.171039,96.309221,94.823764,93.136137,72.674074,82.0543,83.145562
1442.013361,50.549749,71.297879,63.832042,96.303222,94.798703,93.102299,72.356031,81.882555,83.029004
1443.449629,50.118355,71.004112,63.498491,96.302012,94.779475,93.079066,72.032857,81.664542,82.946476
1444.885897,49.681211,70.726376,63.176917,96.305749,94.766975,93.067948,71.738191,81.437517,82.910588
1446.322166,49.25779,70.472769,62.878028,96.314618,94.761511,93.068878,71.471058,81.188223,82.917562
1447.758434,48.871826,70.25323,62.613913,96.328355,94.763374,93.081817,71.273282,80.965168,82.970559
1449.194702,48.538489,70.073566,62.390673,96.346473,94.772177,93.105811,71.165207,80.792761,83.066475
1450.630971,48.270158,69.941758,62.216883,96.368576,94.787402,93.140471,71.140678,80.690743,83.197975
1452.067239,48.118499,69.857496,62.113162,96.383964,94.795203,93.165036,71.172464,80.672273,83.312275
1453.503507,47.964709,69.801086,62.030233,96.405781,94.812826,93.203332,71.329565,80.760971,83.444714
1454.939775,47.849824,69.773446,61.982796,96.427495,94.832857,93.241229,71.552532,80.930336,83.567439
1456.376044,47.789154,69.784886,61.975279,96.4493,94.854365,93.280196,71.802802,81.154456,83.659857
1457.812312,47.835299,69.863436,62.048685,96.471057,94.876762,93.322196,72.059606,81.392594,83.771709
1459.24858,47.97656,69.99772,62.187824,96.491551,94.898865,93.363102,72.388476,81.711457,83.884428
1460.684849,48.178053,70.18276,62.382414,96.509709,94.920381,93.402222,72.766177,82.104651,84.00471
1462.121117,48.423213,70.413953,62.627016,96.525031,94.940382,93.436464,73.08343,82.460945,84.096309
1463.557385,48.743062,70.694835,62.931836,96.537211,94.958039,93.465023,73.358411,82.764722,84.171827
1464.993653,49.144354,71.026464,63.297375,96.545828,94.972579,93.486338,73.609932,83.020989,84.228479
1466.429922,49.633918,71.408193,63.724121,96.550633,94.983251,93.499081,73.848309,83.263743,84.260864
1467.86619,50.218944,71.838683,64.21195,96.551282,94.989215,93.501672,74.065045,83.482852,84.268675
1469.302458,50.883122,72.311261,64.751528,96.547196,94.989369,93.491997,74.253592,83.682792,84.236707
1470.738727,51.628708,72.821464,65.338593,96.538779,94.983342,93.473243,74.434144,83.851771,84.200227
1472.174995,52.431113,73.357701,65.960519,96.525126,94.970314,93.443484,74.616906,83.992666,84.146979
1473.611263,53.17563,73.876266,66.559184,96.499632,94.942083,93.390669,74.85548,84.126826,84.053543
1475.047532,54.023932,74.450153,67.232266,96.480389,94.92049,93.345865,75.087731,84.24425,83.976566
1476.4838,54.939059,75.04353,67.93696,96.454919,94.891029,93.288542,75.324633,84.355142,83.891172
1477.920068,55.87497,75.640608,68.651374,96.42328,94.852907,93.217426,75.561116,84.442729,83.776117
1479.356336,56.808955,76.235431,69.366975,96.385392,94.806445,93.13343,75.775828,84.529516,83.636323
1480.792605,57.72223,76.823776,70.07714,96.341011,94.752004,93.0368,75.935277,84.586124,83.473404
1482.228873,58.65708,77.409255,70.790061,96.289937,94.689774,92.926493,75.970615,84.536587,83.266469
1483.665141,59.534964,77.952233,71.451252,96.23122,94.615244,92.798334,75.93364,84.433281,82.9982
1485.10141,60.491946,78.536993,72.17438,96.167546,94.540362,92.665524,75.85952,84.298849,82.721835
1486.537678,61.425799,79.101231,72.877202,96.098554,94.457729,92.521333,75.730192,84.143287,82.407707
1487.973946,62.331526,79.64212,73.554652,96.023077,94.366973,92.364729,75.496296,83.927086,82.049719
1489.410214,63.191266,80.153911,74.196784,95.940249,94.267928,92.196113,75.14953,83.640379,81.647582
1490.846483,64.016834,80.638122,74.805088,95.850105,94.160879,92.01852,74.710782,83.282241,81.22541
1492.282751,64.737625,81.059345,75.334889,95.752059,94.045832,91.833455,74.214265,82.885061,80.75928
1493.719019,65.498885,81.499187,75.888713,95.646972,93.92276,91.63019,73.701825,82.477833,80.253376
1495.155288,66.268531,81.941361,76.445749,95.548027,93.808603,91.440391,73.16653,82.065597,79.766107
1496.591556,66.965997,82.335493,76.943517,95.438152,93.682768,91.235198,72.580653,81.636303,79.233832
1498.027824,67.590611,82.691135,77.39054,95.324737,93.553616,91.026341,71.902253,81.126801,78.667416
1499.464092,68.15633,83.013561,77.793979,95.209095,93.4232,90.817217,71.137426,80.538337,78.08242
1500.900361,68.652999,83.300392,78.149477,95.093683,93.293394,90.610722,70.299544,79.868483,77.489013
1502.336629,69.092512,83.555589,78.462673,94.980231,93.166308,90.409519,69.350152,79.109432,76.88378
1503.772897,69.468952,83.777899,78.731038,94.870819,93.043889,90.217013,68.326025,78.279537,76.294443
1505.209166,69.885968,84.030523,79.040897,94.768281,92.935618,90.041923,67.231512,77.370232,75.696558
1506.645434,70.209239,84.229881,79.28092,94.672931,92.831612,89.876844,65.882429,76.241089,75.072204
1508.081702,70.480671,84.403994,79.487094,94.585793,92.7368,89.727912,64.317019,74.906329,74.476583
1509.51797,70.702595,84.554245,79.659996,94.506325,92.651905,89.59583,62.687554,73.484032,73.923691
1510.954239,70.88908,84.6851,79.806218,94.434435,92.576859,89.4803,60.991185,72.001244,73.415586
1512.390507,71.039859,84.797194,79.926954,94.371933,92.512366,89.382901,59.330564,70.549212,72.9653
1513.826775,71.266808,84.952656,80.101736,94.31978,92.458301,89.29564,57.794677,69.193074,72.5745
1515.263044,71.43041,85.072312,80.230592,94.277979,92.415805,89.230254,56.410836,67.959789,72.239811
1516.699312,71.56631,85.181339,80.343511,94.24675,92.385069,89.184302,55.140979,66.854512,71.973602
1518.13558,71.681177,85.282538,80.444336,94.2265,92.366343,89.15797,54.020807,65.864519,71.78118
1519.571848,71.779162,85.377575,80.535761,94.217856,92.359629,89.151396,53.085955,65.005701,71.661491
1521.008117,71.824683,85.453673,80.595382,94.225511,92.369916,89.171468,52.327764,64.277114,71.628707
1522.444385,71.911124,85.545536,80.682409,94.236458,92.383731,89.197425,51.612485,63.571165,71.61001
1523.880653,71.97872,85.630783,80.758094,94.258193,92.408605,89.239739,50.88524,62.82019,71.632502
1525.316922,72.023266,85.707363,80.819851,94.288016,92.44257,89.294135,50.149531,62.046223,71.643388
1526.75319,72.043351,85.775155,80.867186,94.325665,92.484618,89.36189,49.422573,61.224285,71.69995
1528.189458,72.03991,85.833333,80.899478,94.36954,92.533196,89.440598,48.63377,60.313285,71.809742
1529.625726,72.012509,85.882266,80.91602,94.416956,92.586611,89.526306,47.836602,59.357572,71.950367
1531.061995,71.964033,85.923219,80.918163,94.467262,92.643657,89.617546,47.037583,58.389971,72.117693
1532.498263,71.891543,85.9567,80.90632,94.521381,92.70392,89.714332,46.317745,57.476649,72.311464
1533.934531,71.798593,85.983713,80.882713,94.578986,92.767108,89.81603,45.733291,56.66586,72.530032
1535.3708,71.682244,86.004464,80.84531,94.639339,92.833424,89.922392,45.254596,55.929712,72.766243
1536.807068,71.544316,86.019091,80.794796,94.702191,92.902655,90.033258,44.829773,55.281722,73.019926
1538.243336,71.389229,86.040754,80.739732,94.769601,92.97905,90.15194,44.559391,54.744715,73.29748
1539.679604,71.204132,86.040225,80.667738,94.839254,93.052822,90.272723,44.381902,54.253593,73.58471
1541.115873,70.99821,86.03759,80.585449,94.912594,93.131353,90.399627,44.270115,53.777914,73.886816
1542.552141,70.843416,86.060022,80.536589,94.980606,93.205586,90.518823,44.227784,53.383184,74.168906
1543.988409,70.65198,86.073926,80.463735,95.054674,93.287787,90.647756,44.264276,52.994783,74.479243
1545.424678,70.457272,86.092554,80.388099,95.129529,93.373415,90.779709,44.444338,52.715824,74.806311
1546.860946,70.263289,86.118037,80.312429,95.205023,93.461836,90.91407,44.761739,52.558866,75.141702
1548.297214,70.073778,86.151754,80.239224,95.281009,93.552844,91.050744,45.012507,52.37696,75.486105
1549.733482,69.889414,86.197407,80.16999,95.357415,93.646817,91.189771,45.320935,52.272228,75.838754
1551.169751,69.71429,86.25761,80.106047,95.434212,93.743809,91.331127,45.744478,52.310502,76.201055
1552.606019,69.549127,86.335842,80.048719,95.511489,93.843921,91.475118,46.235577,52.476485,76.570547
1554.042287,69.396865,86.432193,79.999821,95.589168,93.947237,91.621806,46.81657,52.792673,76.949554
1555.478556,69.254183,86.548072,79.959508,95.66711,94.05374,91.771094,47.445476,53.18913,77.334818
1556.914824,69.12463,86.681001,79.929464,95.745295,94.162945,91.922133,48.122744,53.708281,77.726204
1558.351092,69.005796,86.830494,79.909987,95.823651,94.274541,92.075407,48.895716,54.341858,78.126013
1559.78736,68.889732,86.969628,79.890409,95.899952,94.380025,92.224778,49.671531,54.999025,78.520314
1561.223629,68.792169,87.123926,79.88279,95.976326,94.489043,92.375404,50.464479,55.708071,78.922102
1562.659897,68.732632,87.250421,79.881005,96.045627,94.583301,92.506287,51.310757,56.514294,79.293495
1564.096165,68.659784,87.419178,79.882726,96.121026,94.698596,92.66155,52.189957,57.310061,79.711697
1565.532434,68.606337,87.581396,79.892158,96.193182,94.808839,92.810821,53.117386,58.214365,80.133662
1566.968702,68.5716,87.727147,79.907741,96.261664,94.912284,92.951947,54.058661,59.18127,80.540081
1568.40497,68.55636,87.855109,79.930492,96.32649,95.008592,93.084647,54.986006,60.121309,80.930027
1569.841238,68.559595,87.969028,79.959211,96.384484,95.089615,93.199866,55.9456,61.112515,81.267126
1571.277507,68.579435,88.057949,79.993625,96.443403,95.174166,93.317158,56.936233,62.16482,81.607266
1572.713775,68.614968,88.129869,80.031868,96.496615,95.248039,93.418701,57.937978,63.253439,81.946834
1574.150043,68.666588,88.180552,80.073834,96.541192,95.307048,93.503609,58.927022,64.331231,82.269058
1575.586312,68.729863,88.20365,80.119352,96.587206,95.365761,93.594274,59.932691,65.384688,82.572677
1577.02258,68.808581,88.202592,80.164098,96.61485,95.398941,93.652987,60.955399,66.441093,82.851879
1578.458848,68.895305,88.184396,80.215023,96.654663,95.439499,93.723677,62.05874,67.521237,83.115302
1579.895117,68.996405,88.141473,80.266191,96.685626,95.465058,93.780836,63.150726,68.549211,83.347929
1581.331385,69.109317,88.075553,80.315078,96.704672,95.472745,93.811703,64.173634,69.493257,83.531034
1582.767653,69.237178,87.990221,80.360762,96.712262,95.46323,93.821311,65.124003,70.348838,83.648093
1584.203921,69.339812,87.94336,80.403161,96.71684,95.461596,93.836732,66.023693,71.1463,83.756447
1585.64019,69.463074,87.866626,80.445277,96.704035,95.430432,93.810561,66.777179,71.822483,83.766823
1587.076458,69.59097,87.783045,80.485249,96.677997,95.38194,93.75528,67.356809,72.317201,83.681141
1588.512726,69.712609,87.698959,80.517359,96.627783,95.303357,93.654482,67.736966,72.626869,83.510073
1589.948995,69.847782,87.618713,80.55599,96.583817,95.231072,93.554823,68.021071,72.87544,83.265851
1591.385263,69.981311,87.534808,80.591543,96.532227,95.156543,93.451329,68.147855,73.006295,83.012299
1592.821531,70.113412,87.456442,80.621968,96.462451,95.057809,93.311212,68.079343,72.981186,82.703095
1594.257799,70.242833,87.376441,80.647528,96.377856,94.943375,93.14785,67.832109,72.816905,82.328596
1595.694068,70.365851,87.292123,80.668214,96.285722,94.822387,92.971007,67.467707,72.557852,81.902458
1597.130336,70.485323,87.211242,80.684338,96.17685,94.680172,92.762672,66.979399,72.204414,81.412013
1598.566604,70.595844,87.132029,80.700271,96.077275,94.546233,92.562603,66.400799,71.780761,80.86777
1600.002873,70.699448,87.045083,80.705134,95.956752,94.38892,92.330158,65.660004,71.243937,80.255551
1601.439141,70.793567,86.953192,80.701568,95.825714,94.218169,92.071619,64.723678,70.558465,79.556483
1602.875409,70.845129,86.844216,80.669876,95.698491,94.049332,91.811396,63.65126,69.771609,78.784721
1604.311677,70.933342,86.751267,80.662229,95.542592,93.849433,91.501981,62.444432,68.883586,77.940794
1605.747946,71.006852,86.651828,80.643142,95.381464,93.64162,91.168896,61.035169,67.809509,76.957955
1607.184214,71.056787,86.543909,80.609423,95.220433,93.432134,90.831714,59.467676,66.593656,75.939316
1608.620482,71.084972,86.428251,80.561202,95.063474,93.224377,90.497943,57.756111,65.33054,74.971233
1610.056751,71.102309,86.304705,80.507112,94.941462,93.05481,90.245701,55.962164,64.066449,74.090432
1611.493019,71.094984,86.17176,80.433879,94.806328,92.8711,89.938248,54.079313,62.785312,73.214402
