"","NC1","NC2","NC3","SF1","SF2","SF3","SN1","SN2","SN3","10","11","12","13"
"Group","NC","NC","NC","SF","SF","SF","SN","SN","SN","AOV p-value","AOV F-value","KWT p-value","KWT Chi-squared"
"X1996.41292","87.54789","93.054934","90.707561","98.583194","97.440513","96.716153","96.089215","96.198431","93.516656","0.00974788553401234","11.0437939146313","0.0273237224472925","7.2"
"X1997.849188","87.671145","93.1487","90.774626","98.596756","97.468104","96.735591","96.118537","96.207891","93.565851","0.00992941138855492","10.9576858693393","0.0273237224472925","7.2"
"X1999.285457","87.653369","93.211425","90.817007","98.594671","97.479349","96.754782","96.107368","96.184579","93.592368","0.010382092460799","10.7518024195776","0.0273237224472925","7.2"
"X2000.721725","87.656987","93.26988","90.925135","98.591107","97.491037","96.76714","96.098896","96.182921","93.586807","0.011155151278701","10.4264984679824","0.0273237224472925","7.2"
"X2002.157993","87.650716","93.254068","90.999058","98.594403","97.525497","96.778008","96.129576","96.217344","93.574063","0.0113275295379636","10.3580435065751","0.0273237224472925","7.2"
"X2003.594261","87.58502","93.23725","91.015134","98.604525","97.548709","96.748962","96.095173","96.192145","93.552436","0.0116096217606923","10.2489633219659","0.0273237224472925","7.2"
"X2005.03053","87.591667","93.322692","91.043584","98.609719","97.531637","96.690346","96.07834","96.195681","93.562121","0.01273875164767","9.84534080291025","0.0273237224472925","7.2"
"X2006.466798","87.539319","93.355063","90.950459","98.603755","97.475066","96.652811","96.079479","96.231977","93.58337","0.0132334890062679","9.68322804271529","0.0273237224472925","7.2"
"X2007.903066","87.433388","93.290315","90.797137","98.583899","97.396707","96.627712","96.005391","96.213377","93.568972","0.0127670101997169","9.83585649215362","0.0273237224472925","7.2"
"X2009.339335","87.460179","93.228232","90.692484","98.561871","97.346358","96.606534","96.010528","96.230807","93.575771","0.0119001238072979","10.140264124447","0.0273237224472925","7.2"
"X2010.775603","87.408195","93.096635","90.500926","98.539811","97.312726","96.589474","96.002448","96.211438","93.586815","0.0104046754399202","10.7418459461918","0.0273237224472925","7.2"
"X2012.211871","87.419818","93.00909","90.412917","98.508776","97.278566","96.577295","95.96312","96.165388","93.580007","0.00943981122919376","11.194937505049","0.0273237224472925","7.2"
"X2013.648139","87.501377","92.968311","90.431156","98.501966","97.271698","96.570272","95.970755","96.174955","93.577623","0.00894393299367858","11.4525698078659","0.0273237224472925","7.2"
"X2015.084408","87.494083","92.896656","90.412944","98.517521","97.273291","96.561893","95.895351","96.112781","93.56375","0.0083300415063435","11.7992213616774","0.0273237224472925","7.2"
"X2016.520676","87.629811","92.92688","90.505984","98.515222","97.26897","96.581975","95.870719","96.076287","93.574505","0.00812476977293741","11.922819989725","0.0273237224472925","7.2"
"X2017.956944","87.688121","92.963694","90.593423","98.507561","97.27326","96.636774","95.896378","96.076765","93.577426","0.00821099184575699","11.8704021791206","0.0273237224472925","7.2"
"X2019.393213","87.626684","92.954825","90.711192","98.51442","97.285559","96.690089","95.82919","96.015495","93.521859","0.00851215605623166","11.6929182542525","0.0273237224472925","7.2"
"X2020.829481","87.713928","92.9631","90.956378","98.53182","97.322321","96.743304","95.840418","96.039326","93.474514","0.00891255242696137","11.469512151813","0.0273237224472925","7.2"
"X2022.265749","87.71172","92.936334","91.067615","98.558921","97.376161","96.775409","95.849977","96.043616","93.435726","0.00902688779231361","11.4081616843939","0.0273237224472925","7.2"
"X2023.702017","87.715345","93.021441","91.172794","98.587588","97.407541","96.759391","95.802442","95.978363","93.413395","0.00993823704727031","10.9535529346137","0.0273237224472925","7.2"
"X2025.138286","87.767813","93.1697","91.308393","98.612653","97.399592","96.745037","95.828216","95.996495","93.428208","0.0115674710029815","10.2650364663652","0.0273237224472925","7.2"
"X2026.574554","87.669998","93.218857","91.284978","98.62694","97.373525","96.751682","95.807132","95.978438","93.411611","0.0124704281469797","9.93681794714356","0.0273237224472925","7.2"
"X2028.010822","87.675213","93.292814","91.290916","98.628915","97.373122","96.73611","95.786275","95.941212","93.387849","0.0132874125953147","9.66604756100569","0.0273237224472925","7.2"
"X2029.447091","87.669588","93.325877","91.277349","98.640787","97.391759","96.687013","95.7881","95.923342","93.371124","0.0138401899736989","9.49512401601891","0.0273237224472925","7.2"
"X2030.883359","87.586818","93.307855","91.192418","98.65807","97.383638","96.62966","95.718664","95.841445","93.330348","0.0139665825648624","9.45731760208034","0.0273237224472925","7.2"
"X2032.319627","87.656967","93.371309","91.19398","98.664699","97.354887","96.578204","95.706283","95.809684","93.31785","0.0146431241164941","9.2624337361189","0.0389902195744872","6.48888888888889"
"X2033.755895","87.635355","93.389258","91.140684","98.667359","97.317633","96.524222","95.681701","95.776069","93.309271","0.0150921566888138","9.13959373684627","0.0389902195744872","6.48888888888889"
"X2035.192164","87.584329","93.381697","91.090061","98.655813","97.277595","96.479174","95.611477","95.697388","93.273331","0.0153692720920473","9.06618987009793","0.0389902195744872","6.48888888888889"
"X2036.628432","87.600916","93.380178","91.075402","98.622136","97.255371","96.463474","95.616569","95.694257","93.23942","0.0155326861044706","9.02372586848291","0.0389902195744872","6.48888888888889"
"X2038.0647","87.484785","93.303174","90.975033","98.589434","97.250319","96.463028","95.575022","95.667475","93.191782","0.0149503185184501","9.17786362435747","0.0389902195744872","6.48888888888889"
"X2039.500969","87.480958","93.264781","91.013833","98.571406","97.260942","96.466722","95.54681","95.646839","93.167972","0.0146898567842896","9.24941647728156","0.0389902195744872","6.48888888888889"
"X2040.937237","87.510888","93.21379","91.090586","98.554331","97.275945","96.459165","95.583244","95.673591","93.159759","0.0144728302009487","9.31034145104683","0.0389902195744872","6.48888888888889"
"X2042.373505","87.411127","93.109176","91.029255","98.527172","97.280365","96.429615","95.555248","95.629686","93.115539","0.0138452243317865","9.49360935283706","0.0273237224472925","7.2"
"X2043.809773","87.413211","93.06406","91.04153","98.504764","97.285785","96.415404","95.545323","95.604474","93.086521","0.0135623954496274","9.57985939279169","0.0273237224472925","7.2"
"X2045.246042","87.385781","93.025004","91.060115","98.497077","97.287395","96.431251","95.529304","95.602496","93.063536","0.0133910485383372","9.63328789771729","0.0273237224472925","7.2"
"X2046.68231","87.334325","93.03541","91.006322","98.492199","97.286827","96.44619","95.46954","95.568461","93.026461","0.0134534281774992","9.61373201255534","0.0389902195744872","6.48888888888889"
"X2048.118578","87.356498","93.089948","90.965301","98.495902","97.295675","96.451508","95.462379","95.586712","93.017169","0.0137186195040942","9.53192492400578","0.0389902195744872","6.48888888888889"
"X2049.554847","87.277393","93.0859","90.89978","98.519888","97.288204","96.451778","95.413881","95.577536","92.990122","0.0138603534202743","9.48906195229058","0.0389902195744872","6.48888888888889"
"X2050.991115","87.286081","93.143375","90.879939","98.551907","97.263626","96.454507","95.373707","95.552052","92.950808","0.0144771878498669","9.30910618514945","0.0389902195744872","6.48888888888889"
"X2052.427383","87.367602","93.219915","90.87257","98.582326","97.238593","96.46816","95.389606","95.568986","92.943977","0.0149571377245052","9.17601264666437","0.0389902195744872","6.48888888888889"
"X2053.863651","87.351583","93.245533","90.847655","98.613064","97.21337","96.493352","95.345398","95.541386","92.939551","0.0150602883071006","9.14815038243873","0.0389902195744872","6.48888888888889"
"X2055.29992","87.40296","93.326387","90.893533","98.641717","97.214431","96.533801","95.328766","95.523238","92.946921","0.0155714998923296","9.01372737458883","0.0389902195744872","6.48888888888889"
"X2056.736188","87.4409","93.375383","90.894105","98.66271","97.238308","96.57594","95.328215","95.516033","92.96561","0.0154866303200096","9.0356332164172","0.0389902195744872","6.48888888888889"
"X2058.172456","87.475589","93.394565","90.907887","98.675826","97.25813","96.606215","95.288903","95.47774","92.978878","0.0151089387917842","9.13509742749631","0.0389902195744872","6.48888888888889"
"X2059.608725","87.591976","93.433042","91.033273","98.686224","97.282955","96.628791","95.30943","95.477882","92.997772","0.0151749182039681","9.11748437662073","0.0389902195744872","6.48888888888889"
"X2061.044993","87.603121","93.376175","91.083808","98.684886","97.298843","96.637087","95.305885","95.448766","92.988191","0.0145626121408738","9.28499056147869","0.0389902195744872","6.48888888888889"
"X2062.481261","87.630403","93.310631","91.079375","98.665236","97.296948","96.639165","95.277646","95.401234","92.96483","0.013634767257489","9.55756240423063","0.0389902195744872","6.48888888888889"
"X2063.917529","87.706049","93.292638","91.0866","98.642122","97.301165","96.652952","95.282314","95.391735","92.955227","0.0130175768160696","9.75296609334586","0.0389902195744872","6.48888888888889"
"X2065.353798","87.708116","93.268137","91.07299","98.621452","97.311946","96.668198","95.250474","95.357893","92.931773","0.0125663871859086","9.90380453524699","0.0389902195744872","6.48888888888889"
"X2066.790066","87.739629","93.277973","91.071515","98.600262","97.323479","96.671965","95.239429","95.349239","92.908256","0.0125036240421249","9.92535913966164","0.0389902195744872","6.48888888888889"
"X2068.226334","87.726442","93.277595","91.060695","98.584549","97.33237","96.664582","95.247453","95.363378","92.8891","0.0126619208640417","9.87126967928033","0.0389902195744872","6.48888888888889"
"X2069.662603","87.665252","93.261282","91.07261","98.574966","97.329864","96.65357","95.222708","95.341129","92.852369","0.0130029910543065","9.75773274579011","0.0389902195744872","6.48888888888889"
"X2071.098871","87.671843","93.264417","91.102027","98.569123","97.323524","96.645841","95.233486","95.342305","92.811242","0.0134027615533877","9.62960664099305","0.0389902195744872","6.48888888888889"
"X2072.535139","87.636821","93.233753","91.062672","98.570113","97.31663","96.63332","95.230719","95.330573","92.76654","0.0133804496064057","9.63662271388979","0.0389902195744872","6.48888888888889"
"X2073.971407","87.615746","93.235837","91.040699","98.578258","97.308882","96.620311","95.213207","95.298736","92.739624","0.0135410033447181","9.58648046992403","0.0389902195744872","6.48888888888889"
"X2075.407676","87.629675","93.2843","91.034096","98.587806","97.298764","96.617434","95.219184","95.295145","92.737902","0.0140124344711823","9.44371501885298","0.0389902195744872","6.48888888888889"
"X2076.843944","87.600263","93.290633","90.990669","98.594741","97.277174","96.614576","95.179062","95.272704","92.726282","0.0140715281564397","9.42627136135819","0.0389902195744872","6.48888888888889"
"X2078.280212","87.623455","93.277435","90.989713","98.603753","97.26044","96.611313","95.144382","95.261135","92.715728","0.0138372855784763","9.49599818168018","0.0389902195744872","6.48888888888889"
"X2079.716481","87.630958","93.242243","90.979197","98.616467","97.257692","96.61836","95.133983","95.261635","92.709296","0.0133729106229676","9.63899690141262","0.0389902195744872","6.48888888888889"
"X2081.152749","87.615266","93.209311","90.946787","98.627921","97.249755","96.632665","95.102137","95.229306","92.693088","0.0128893395743993","9.79512008595957","0.0389902195744872","6.48888888888889"
"X2082.589017","87.674183","93.225337","90.941379","98.637852","97.239952","96.643305","95.104465","95.221338","92.684851","0.0127380375842229","9.84558082462695","0.0389902195744872","6.48888888888889"
"X2084.025286","87.692099","93.237613","90.919021","98.643996","97.241587","96.647201","95.091865","95.204919","92.671473","0.0126638966216785","9.870600274153","0.0389902195744872","6.48888888888889"
"X2085.461554","87.72623","93.268419","90.952","98.644958","97.256956","96.657467","95.060142","95.174379","92.661923","0.0127307392670991","9.84803507364118","0.0389902195744872","6.48888888888889"
"X2086.897822","87.799586","93.315901","91.028259","98.644116","97.279381","96.67298","95.06727","95.180684","92.669144","0.0129605244916267","9.77165158582997","0.0389902195744872","6.48888888888889"
"X2088.33409","87.808172","93.344922","91.071768","98.640159","97.29364","96.680574","95.055974","95.169138","92.661471","0.0132771691026875","9.66930405872271","0.0389902195744872","6.48888888888889"
"X2089.770359","87.849403","93.407094","91.138953","98.638791","97.299342","96.687964","95.052724","95.160031","92.648994","0.0139573691225116","9.46005807871899","0.0389902195744872","6.48888888888889"
"X2091.206627","87.877711","93.469625","91.179378","98.641964","97.295408","96.690711","95.067171","95.165265","92.637903","0.014768017144578","9.22776805421341","0.0389902195744872","6.48888888888889"
"X2092.642895","87.86101","93.520697","91.188315","98.642909","97.275456","96.677384","95.053621","95.138955","92.619748","0.0156572852972784","8.9917463307682","0.0389902195744872","6.48888888888889"
"X2094.079164","87.900598","93.590019","91.224894","98.648189","97.253152","96.664035","95.062847","95.136229","92.620558","0.0166381806507683","8.75130169672376","0.0389902195744872","6.48888888888889"
"X2095.515432","87.896206","93.611245","91.225905","98.654607","97.231157","96.652272","95.059332","95.136361","92.617792","0.0171297395254973","8.63780300839478","0.0389902195744872","6.48888888888889"
"X2096.9517","87.878555","93.598039","91.22013","98.651237","97.20817","96.632279","95.034817","95.119263","92.600238","0.0172712604590243","8.60592902070032","0.0389902195744872","6.48888888888889"
"X2098.387968","87.898145","93.568317","91.202139","98.646908","97.198093","96.614929","95.033863","95.125447","92.588973","0.0169204072426649","8.68559913806715","0.0389902195744872","6.48888888888889"
"X2099.824237","87.87586","93.503794","91.134268","98.641204","97.193201","96.60486","95.012372","95.110128","92.566425","0.0160406104560515","8.89545223131947","0.0389902195744872","6.48888888888889"
"X2101.260505","87.892059","93.457897","91.102967","98.629701","97.180481","96.59283","95.005093","95.092199","92.543839","0.0154366772003493","9.04860168254094","0.0389902195744872","6.48888888888889"
"X2102.696773","87.919478","93.406221","91.072359","98.619217","97.170689","96.576321","95.011818","95.094278","92.529863","0.0147843574979499","9.22326149589471","0.0389902195744872","6.48888888888889"
"X2104.133042","87.911063","93.348986","91.02974","98.604808","97.178771","96.566932","94.974734","95.069131","92.504004","0.014011704097148","9.44393122877684","0.0389902195744872","6.48888888888889"
"X2105.56931","87.949205","93.339406","91.035575","98.586166","97.202861","96.571169","94.96482","95.063944","92.488502","0.0136471464195985","9.55376431774108","0.0389902195744872","6.48888888888889"
"X2107.005578","87.958857","93.325505","91.018159","98.567641","97.224122","96.574883","94.962025","95.068129","92.475352","0.0133465592929439","9.64730954134994","0.0389902195744872","6.48888888888889"
"X2108.441846","87.965903","93.339463","91.01734","98.548354","97.241848","96.579353","94.939563","95.049952","92.456614","0.0133547844173514","9.64471254303321","0.0389902195744872","6.48888888888889"
"X2109.878115","88.001505","93.406495","91.055422","98.543141","97.256498","96.592968","94.952982","95.048485","92.460941","0.0139094900158243","9.47433833499475","0.0389902195744872","6.48888888888889"
"X2111.314383","87.982658","93.455415","91.056577","98.553627","97.244571","96.603701","94.95274","95.035472","92.468163","0.0144748505892027","9.30976866847251","0.0389902195744872","6.48888888888889"
"X2112.750651","88.008384","93.514272","91.08183","98.567691","97.217471","96.61455","94.946089","95.027729","92.466758","0.0151343213687293","9.12830949173427","0.0389902195744872","6.48888888888889"
"X2114.18692","88.055145","93.567939","91.108279","98.588006","97.204495","96.628349","94.957533","95.043751","92.464883","0.0156820209897556","8.98543804001122","0.0389902195744872","6.48888888888889"
"X2115.623188","88.063367","93.587293","91.108091","98.605018","97.195881","96.631281","94.944555","95.030031","92.454194","0.0158772732851406","8.93610456384255","0.0389902195744872","6.48888888888889"
"X2117.059456","88.138633","93.620869","91.140099","98.612539","97.189106","96.637727","94.961762","95.03066","92.4638","0.015978875256736","8.91075210633611","0.0389902195744872","6.48888888888889"
"X2118.495724","88.196456","93.635526","91.148668","98.623262","97.194521","96.658001","94.985596","95.04095","92.490291","0.0156566862542378","8.99189926820874","0.0389902195744872","6.48888888888889"
"X2119.931993","88.243188","93.648978","91.196007","98.632386","97.209134","96.665859","94.98596","95.032076","92.515386","0.015468727837614","9.04027450829221","0.0389902195744872","6.48888888888889"
"X2121.368261","88.342953","93.686527","91.307314","98.636114","97.225624","96.652052","95.014146","95.049793","92.554392","0.015752364431468","8.96757077399226","0.0389902195744872","6.48888888888889"
"X2122.804529","88.395338","93.703191","91.375739","98.641239","97.238776","96.646912","95.020041","95.057604","92.581459","0.0158116563667618","8.95259302135975","0.0389902195744872","6.48888888888889"
"X2124.240798","88.459743","93.751946","91.489479","98.6474","97.26097","96.672423","95.024126","95.058947","92.595082","0.0162166800363607","8.8522445940153","0.0389902195744872","6.48888888888889"
"X2125.677066","88.516437","93.81488","91.631847","98.65742","97.291452","96.704275","95.0599","95.081289","92.625587","0.0170035783207806","8.66651505993461","0.0389902195744872","6.48888888888889"
"X2127.113334","88.517177","93.85541","91.727004","98.668","97.306322","96.724934","95.06556","95.073361","92.652347","0.0176538309421176","8.52147991128445","0.0389902195744872","6.48888888888889"
"X2128.549602","88.571532","93.935337","91.847789","98.67818","97.311693","96.747321","95.095192","95.076277","92.673062","0.0188680655384182","8.26882919006566","0.0389902195744872","6.48888888888889"
"X2129.985871","88.581087","93.992497","91.905051","98.69447","97.308192","96.754549","95.126288","95.082466","92.68046","0.0200443096550059","8.04394462199457","0.0389902195744872","6.48888888888889"
"X2131.422139","88.569134","94.016735","91.900943","98.708435","97.288613","96.738914","95.123684","95.069363","92.656304","0.0208374341632138","7.9020082874205","0.0389902195744872","6.48888888888889"
"X2132.858407","88.601888","94.057158","91.913206","98.719867","97.277904","96.729787","95.148181","95.087897","92.617795","0.0218879942396097","7.72471926707468","0.0389902195744872","6.48888888888889"
"X2134.294676","88.554896","94.061162","91.873105","98.729992","97.272488","96.713652","95.138599","95.082161","92.569459","0.0225162125292002","7.62403456416709","0.0389902195744872","6.48888888888889"
"X2135.730944","88.545649","94.056325","91.843592","98.725507","97.250011","96.667672","95.117461","95.063227","92.531715","0.0230034350010588","7.5484915020624","0.0389902195744872","6.48888888888889"
"X2137.167212","88.572045","94.046297","91.803245","98.713993","97.217126","96.61735","95.135661","95.075489","92.517284","0.0233009605282959","7.50340181378761","0.0389902195744872","6.48888888888889"
"X2138.60348","88.534493","94.02238","91.702368","98.704366","97.177066","96.569385","95.112159","95.052429","92.503013","0.0231677251148044","7.5234980318511","0.0389902195744872","6.48888888888889"
"X2140.039749","88.559963","94.04931","91.666423","98.689563","97.146031","96.49804","95.103397","95.051314","92.514895","0.023998769930495","7.40059680519753","0.0389902195744872","6.48888888888889"
"X2141.476017","88.526432","94.059874","91.609558","98.665562","97.130361","96.413142","95.100652","95.066084","92.538321","0.0249366025316534","7.26854302269404","0.0389902195744872","6.48888888888889"
"X2142.912285","88.438839","94.056744","91.527417","98.631214","97.10689","96.371004","95.069322","95.037536","92.545688","0.0253286381610689","7.21528861692877","0.0389902195744872","6.48888888888889"
"X2144.348554","88.427644","94.079198","91.526894","98.609929","97.078805","96.382747","95.101557","95.04182","92.580158","0.025806147170177","7.15188909945609","0.0389902195744872","6.48888888888889"
"X2145.784822","88.343804","94.036777","91.480816","98.6085","97.051318","96.392348","95.117569","95.030667","92.625693","0.0251366064028142","7.24123597451286","0.0389902195744872","6.48888888888889"
"X2147.22109","88.325671","94.024567","91.463276","98.595","97.031732","96.401938","95.124612","95.007277","92.671383","0.0245859952011897","7.31712416436781","0.0389902195744872","6.48888888888889"
"X2148.657358","88.375378","94.104079","91.554624","98.58803","97.051926","96.450143","95.205355","95.058898","92.736752","0.0256840124970015","7.16795535181945","0.0389902195744872","6.48888888888889"
"X2150.093627","88.28964","94.172951","91.651164","98.612173","97.09782","96.505033","95.240856","95.088421","92.759464","0.0276068008393851","6.9261894689548","0.0389902195744872","6.48888888888889"
"X2151.529895","88.244928","94.220853","91.748394","98.631857","97.138517","96.524885","95.284659","95.119083","92.752019","0.0295787409845674","6.70051280452543","0.0389902195744872","6.48888888888889"
"X2152.966163","88.141027","94.196862","91.726893","98.631131","97.163762","96.499364","95.326618","95.148116","92.741496","0.0303108393722022","6.62177655266896","0.0389902195744872","6.48888888888889"
"X2154.402432","87.956753","94.125098","91.615414","98.607687","97.150578","96.425066","95.295","95.117551","92.691651","0.0306513600900523","6.5860128021023","0.0389902195744872","6.48888888888889"
"X2155.8387","87.863879","94.039899","91.515032","98.571052","97.108469","96.331897","95.292686","95.118615","92.621536","0.0308469581740829","6.56570844627685","0.0389902195744872","6.48888888888889"
"X2157.274968","87.716333","93.87486","91.297091","98.539399","97.066568","96.242781","95.265832","95.101217","92.532025","0.0288632122287358","6.78001904447359","0.0389902195744872","6.48888888888889"
"X2158.711236","87.601038","93.728618","91.04437","98.502339","97.03582","96.14994","95.204722","95.040946","92.43234","0.0266754000042992","7.04039829351266","0.0389902195744872","6.48888888888889"
"X2160.147505","87.518235","93.618155","90.827848","98.459857","97.012353","96.049882","95.178469","95.020169","92.370871","0.025324925537913","7.2157877781717","0.0389902195744872","6.48888888888889"
"X2161.583773","87.291933","93.468222","90.581591","98.417711","96.965681","95.961583","95.090727","94.955457","92.307893","0.0239015637563481","7.41467726121275","0.0389902195744872","6.48888888888889"
"X2163.020041","87.179812","93.367523","90.428648","98.376789","96.892785","95.91055","95.022899","94.881479","92.232023","0.0230907942587432","7.53517201006024","0.0389902195744872","6.48888888888889"
"X2164.45631","87.175537","93.287737","90.32107","98.362635","96.828662","95.881304","95.006332","94.848607","92.188178","0.0220398431618941","7.70003228690638","0.0389902195744872","6.48888888888889"
"X2165.892578","87.184837","93.250751","90.246907","98.368509","96.797331","95.861063","94.944701","94.791412","92.185129","0.0210695373240446","7.86182801087948","0.0389902195744872","6.48888888888889"
"X2167.328846","87.33941","93.359325","90.353982","98.377777","96.81534","95.894008","94.950807","94.79274","92.235729","0.0216458176899206","7.76456759673757","0.0389902195744872","6.48888888888889"
"X2168.765114","87.400207","93.483927","90.518388","98.418845","96.849684","95.985308","94.982721","94.831563","92.303651","0.0228634940152422","7.56996918705559","0.0389902195744872","6.48888888888889"
"X2170.201383","87.400479","93.570714","90.694153","98.477746","96.850915","96.071437","94.980109","94.850453","92.352976","0.0242210814964918","7.36867855940046","0.0389902195744872","6.48888888888889"
"X2171.637651","87.487735","93.603458","90.85298","98.515184","96.845131","96.099493","95.039725","94.913208","92.420051","0.0248329174391202","7.28281462346981","0.0389902195744872","6.48888888888889"
"X2173.073919","87.445895","93.547614","90.909526","98.538671","96.848974","96.079401","95.056825","94.92904","92.474137","0.0244319965568093","7.33875558764033","0.0389902195744872","6.48888888888889"
"X2174.510188","87.416462","93.523361","90.988893","98.553792","96.845422","96.078072","95.066705","94.935441","92.497726","0.0246945689020206","7.30198164394485","0.0389902195744872","6.48888888888889"
"X2175.946456","87.40057","93.471515","91.00154","98.569601","96.852209","96.117767","95.106434","94.98029","92.514272","0.0237619157553798","7.43503966253552","0.0389902195744872","6.48888888888889"
"X2177.382724","87.310641","93.384081","90.920232","98.582549","96.867893","96.149909","95.091629","94.969353","92.504647","0.0220980891585225","7.69062299039328","0.0389902195744872","6.48888888888889"
"X2178.818992","87.265796","93.369472","90.891176","98.578685","96.870969","96.16664","95.106452","94.974847","92.474393","0.0220958180494775","7.69098925485577","0.0389902195744872","6.48888888888889"
"X2180.255261","87.11925","93.335533","90.823429","98.570862","96.850738","96.183714","95.104994","94.994668","92.434936","0.0224346196189639","7.63689856852664","0.0389902195744872","6.48888888888889"
"X2181.691529","86.979782","93.318133","90.764646","98.562796","96.80896","96.189688","95.063206","94.977498","92.378299","0.0231553480486699","7.52537271512094","0.0389902195744872","6.48888888888889"
"X2183.127797","87.000059","93.356234","90.732313","98.551999","96.770953","96.179461","95.085723","94.991441","92.312269","0.0242760653301774","7.36084449659627","0.0389902195744872","6.48888888888889"
"X2184.564066","86.977544","93.36001","90.617784","98.542763","96.754233","96.167254","95.076111","94.984421","92.253963","0.0243222445552475","7.3542831655483","0.0389902195744872","6.48888888888889"
"X2186.000334","86.992848","93.406837","90.579123","98.530243","96.766043","96.178022","95.054856","94.968758","92.239488","0.0245640974187533","7.32018900376293","0.0389902195744872","6.48888888888889"
"X2187.436602","87.023493","93.45151","90.575828","98.523796","96.796367","96.206715","95.069052","94.986378","92.24295","0.024707854838618","7.30013478166736","0.0389902195744872","6.48888888888889"
"X2188.872871","86.983231","93.435037","90.519363","98.527366","96.809465","96.222181","95.036147","94.979877","92.224637","0.0241669928396904","7.37640824838872","0.0389902195744872","6.48888888888889"
"X2190.309139","87.063494","93.455339","90.544542","98.531314","96.815554","96.223094","95.053328","95.011649","92.22611","0.0241984512497102","7.37190979437664","0.0389902195744872","6.48888888888889"
"X2191.745407","87.140786","93.445858","90.566899","98.54255","96.846711","96.209637","95.10188","95.058667","92.244127","0.0237484653689297","7.43700931720049","0.0389902195744872","6.48888888888889"
"X2193.181675","87.151381","93.426065","90.58487","98.55808","96.8864","96.183704","95.097247","95.056092","92.256255","0.0233391657827701","7.4976674714287","0.0389902195744872","6.48888888888889"
"X2194.617944","87.205901","93.464886","90.64091","98.574379","96.920754","96.175009","95.118297","95.079986","92.287115","0.0237197043690505","7.44122603051206","0.0389902195744872","6.48888888888889"
"X2196.054212","87.197165","93.465288","90.614394","98.594808","96.94553","96.179398","95.112254","95.08095","92.305751","0.0233030570998962","7.50308680798816","0.0389902195744872","6.48888888888889"
"X2197.49048","87.200318","93.476811","90.611242","98.601138","96.95315","96.174488","95.100369","95.056445","92.295438","0.023409730938944","7.48710896894481","0.0389902195744872","6.48888888888889"
"X2198.926749","87.186652","93.511504","90.636506","98.596394","96.954767","96.166842","95.128712","95.068574","92.272729","0.024555389334289","7.3214088100679","0.0389902195744872","6.48888888888889"
"X2200.363017","87.098951","93.513951","90.61822","98.596801","96.944569","96.158385","95.11041","95.060511","92.236223","0.0253971145086299","7.20609944608927","0.0389902195744872","6.48888888888889"
"X2201.799285","87.12716","93.531176","90.644343","98.591258","96.909715","96.141093","95.115275","95.062908","92.21158","0.0262470807012127","7.09471942421367","0.0389902195744872","6.48888888888889"
"X2203.235553","87.142021","93.497831","90.616936","98.577139","96.868052","96.122873","95.140491","95.082084","92.195521","0.0261024878414424","7.11332477020273","0.0389902195744872","6.48888888888889"
"X2204.671822","87.080789","93.426001","90.557772","98.561235","96.838603","96.120517","95.11615","95.07364","92.17151","0.0252096776776634","7.2313315193498","0.0389902195744872","6.48888888888889"
"X2206.10809","87.074427","93.397347","90.568673","98.552783","96.826746","96.132602","95.121704","95.086972","92.162299","0.0249396578279575","7.26812368089699","0.0389902195744872","6.48888888888889"
"X2207.544358","87.017596","93.354556","90.522398","98.562839","96.826842","96.137579","95.111132","95.089613","92.146665","0.0243828795651858","7.34569307799381","0.0389902195744872","6.48888888888889"
"X2208.980627","86.998645","93.335341","90.479457","98.575544","96.835053","96.139493","95.090526","95.089719","92.119108","0.0240179498552943","7.39782754596424","0.0389902195744872","6.48888888888889"
"X2210.416895","87.041173","93.347906","90.472982","98.578925","96.848918","96.152973","95.12432","95.121334","92.108542","0.0239978542458109","7.40072908849773","0.0389902195744872","6.48888888888889"
"X2211.853163","87.007518","93.344168","90.425677","98.579809","96.864102","96.162724","95.126568","95.118405","92.108687","0.0237074161982847","7.44302970530708","0.0389902195744872","6.48888888888889"
"X2213.289431","87.005435","93.372403","90.438882","98.579643","96.888997","96.160407","95.125678","95.120083","92.119076","0.0240414039706232","7.39444517009064","0.0389902195744872","6.48888888888889"
"X2214.7257","86.988223","93.380468","90.467579","98.584978","96.915496","96.168209","95.143113","95.137713","92.130917","0.0242459267861913","7.36513568436151","0.0389902195744872","6.48888888888889"
"X2216.161968","86.926776","93.368817","90.464184","98.588489","96.925227","96.196129","95.132243","95.125133","92.129683","0.0240795003971854","7.38896055692421","0.0389902195744872","6.48888888888889"
"X2217.598236","86.930164","93.405773","90.498327","98.579183","96.940225","96.222355","95.158005","95.143978","92.132546","0.0246604814370359","7.3067261682329","0.0389902195744872","6.48888888888889"
"X2219.034505","86.880293","93.420633","90.510306","98.576261","96.963197","96.231495","95.176792","95.164178","92.130921","0.0252239891188059","7.2293961553662","0.0389902195744872","6.48888888888889"
"X2220.470773","86.826831","93.416152","90.532619","98.581827","96.965022","96.231675","95.169512","95.169746","92.125569","0.0256660861584125","7.17032205198017","0.0389902195744872","6.48888888888889"
"X2221.907041","86.819695","93.39903","90.55283","98.57966","96.957431","96.218755","95.192838","95.20923","92.132673","0.0258646610263726","7.14422774897402","0.0389902195744872","6.48888888888889"
"X2223.343309","86.753072","93.345911","90.496204","98.576145","96.95424","96.193922","95.19148","95.23499","92.13393","0.02538219748372","7.20809841702105","0.0389902195744872","6.48888888888889"
