"","NC1","NC2","NC3","SF1","SF2","SF3","SN1","SN2","SN3","10","11","12","13"
"Group","NC","NC","NC","SF","SF","SF","SN","SN","SN","AOV p-value","AOV F-value","KWT p-value","KWT Chi-squared"
"X1516.699312","71.56631","85.181339","80.343511","94.24675","92.385069","89.184302","55.140979","66.854512","71.973602","0.00655453957102346","13.0302584658212","0.0389902195744872","6.48888888888889"
"X1518.13558","71.681177","85.282538","80.444336","94.2265","92.366343","89.15797","54.020807","65.864519","71.78118","0.00654197337746147","13.0405158442338","0.0389902195744872","6.48888888888889"
"X1519.571848","71.779162","85.377575","80.535761","94.217856","92.359629","89.151396","53.085955","65.005701","71.661491","0.00657695582522318","13.0120257465321","0.0273237224472925","7.2"
"X1521.008117","71.824683","85.453673","80.595382","94.225511","92.369916","89.171468","52.327764","64.277114","71.628707","0.00669081166835205","12.9206814507821","0.0273237224472925","7.2"
"X1522.444385","71.911124","85.545536","80.682409","94.236458","92.383731","89.197425","51.612485","63.571165","71.61001","0.00679129903127837","12.8417675638172","0.0273237224472925","7.2"
"X1523.880653","71.97872","85.630783","80.758094","94.258193","92.408605","89.239739","50.88524","62.82019","71.632502","0.00694458892086179","12.7243393197915","0.0273237224472925","7.2"
"X1525.316922","72.023266","85.707363","80.819851","94.288016","92.44257","89.294135","50.149531","62.046223","71.643388","0.00709385716332571","12.6132665787232","0.0273237224472925","7.2"
"X1526.75319","72.043351","85.775155","80.867186","94.325665","92.484618","89.36189","49.422573","61.224285","71.69995","0.00729961391695172","12.4651673729738","0.0273237224472925","7.2"
"X1528.189458","72.03991","85.833333","80.899478","94.36954","92.533196","89.440598","48.63377","60.313285","71.809742","0.00761584179674265","12.2480842681226","0.0273237224472925","7.2"
"X1529.625726","72.012509","85.882266","80.91602","94.416956","92.586611","89.526306","47.836602","59.357572","71.950367","0.00800266709838196","11.9983334339055","0.0273237224472925","7.2"
"X1531.061995","71.964033","85.923219","80.918163","94.467262","92.643657","89.617546","47.037583","58.389971","72.117693","0.0084676474226952","11.7186168222244","0.0389902195744872","6.48888888888889"
"X1532.498263","71.891543","85.9567","80.90632","94.521381","92.70392","89.714332","46.317745","57.476649","72.311464","0.00898165333922433","11.4323092144881","0.0389902195744872","6.48888888888889"
"X1533.934531","71.798593","85.983713","80.882713","94.578986","92.767108","89.81603","45.733291","56.66586","72.530032","0.00951573019785839","11.1570863635531","0.0389902195744872","6.48888888888889"
"X1535.3708","71.682244","86.004464","80.84531","94.639339","92.833424","89.922392","45.254596","55.929712","72.766243","0.0100705677224375","10.892165119437","0.0389902195744872","6.48888888888889"
"X1536.807068","71.544316","86.019091","80.794796","94.702191","92.902655","90.033258","44.829773","55.281722","73.019926","0.0106852181117753","10.6205127634506","0.0389902195744872","6.48888888888889"
"X1538.243336","71.389229","86.040754","80.739732","94.769601","92.97905","90.15194","44.559391","54.744715","73.29748","0.0113054875996323","10.3667191172494","0.0389902195744872","6.48888888888889"
"X1539.679604","71.204132","86.040225","80.667738","94.839254","93.052822","90.272723","44.381902","54.253593","73.58471","0.0119325926868679","10.1283349702562","0.0389902195744872","6.48888888888889"
"X1541.115873","70.99821","86.03759","80.585449","94.912594","93.131353","90.399627","44.270115","53.777914","73.886816","0.0125893146816303","9.89596636154568","0.0389902195744872","6.48888888888889"
"X1542.552141","70.843416","86.060022","80.536589","94.980606","93.205586","90.518823","44.227784","53.383184","74.168906","0.0131804956333742","9.70020333398463","0.0389902195744872","6.48888888888889"
"X1543.988409","70.65198","86.073926","80.463735","95.054674","93.287787","90.647756","44.264276","52.994783","74.479243","0.0138264406990297","9.49926443992621","0.0389902195744872","6.48888888888889"
"X1545.424678","70.457272","86.092554","80.388099","95.129529","93.373415","90.779709","44.444338","52.715824","74.806311","0.0144665380854543","9.31212595683752","0.0389902195744872","6.48888888888889"
"X1546.860946","70.263289","86.118037","80.312429","95.205023","93.461836","90.91407","44.761739","52.558866","75.141702","0.0150852462402841","9.14144714225965","0.0389902195744872","6.48888888888889"
"X1548.297214","70.073778","86.151754","80.239224","95.281009","93.552844","91.050744","45.012507","52.37696","75.486105","0.0158030789806","8.95475512034447","0.0389902195744872","6.48888888888889"
"X1549.733482","69.889414","86.197407","80.16999","95.357415","93.646817","91.189771","45.320935","52.272228","75.838754","0.016549460251295","8.77226356153522","0.0389902195744872","6.48888888888889"
"X1551.169751","69.71429","86.25761","80.106047","95.434212","93.743809","91.331127","45.744478","52.310502","76.201055","0.0172934663501254","8.6009593136633","0.0389902195744872","6.48888888888889"
"X1552.606019","69.549127","86.335842","80.048719","95.511489","93.843921","91.475118","46.235577","52.476485","76.570547","0.0180598510201841","8.43448301157774","0.0389902195744872","6.48888888888889"
"X1554.042287","69.396865","86.432193","79.999821","95.589168","93.947237","91.621806","46.81657","52.792673","76.949554","0.0188391186440686","8.27459787252016","0.0389902195744872","6.48888888888889"
"X1555.478556","69.254183","86.548072","79.959508","95.66711","94.05374","91.771094","47.445476","53.18913","77.334818","0.0196526342192251","8.11683085221706","0.0389902195744872","6.48888888888889"
"X1556.914824","69.12463","86.681001","79.929464","95.745295","94.162945","91.922133","48.122744","53.708281","77.726204","0.0205008799643845","7.96134264610839","0.0389902195744872","6.48888888888889"
"X1558.351092","69.005796","86.830494","79.909987","95.823651","94.274541","92.075407","48.895716","54.341858","78.126013","0.0213657521255779","7.81139810419586","0.0389902195744872","6.48888888888889"
"X1559.78736","68.889732","86.969628","79.890409","95.899952","94.380025","92.224778","49.671531","54.999025","78.520314","0.0222571931688339","7.6650883220791","0.0389902195744872","6.48888888888889"
"X1561.223629","68.792169","87.123926","79.88279","95.976326","94.489043","92.375404","50.464479","55.708071","78.922102","0.0232087810565035","7.51728907246935","0.0389902195744872","6.48888888888889"
"X1562.659897","68.732632","87.250421","79.881005","96.045627","94.583301","92.506287","51.310757","56.514294","79.293495","0.024018831611247","7.39770030610127","0.0389902195744872","6.48888888888889"
"X1564.096165","68.659784","87.419178","79.882726","96.121026","94.698596","92.66155","52.189957","57.310061","79.711697","0.0250614336629969","7.2514654146216","0.0389902195744872","6.48888888888889"
"X1565.532434","68.606337","87.581396","79.892158","96.193182","94.808839","92.810821","53.117386","58.214365","80.133662","0.0261392672480002","7.10857920645662","0.0509058323363985","5.95555555555556"
"X1566.968702","68.5716","87.727147","79.907741","96.261664","94.912284","92.951947","54.058661","59.18127","80.540081","0.0271839263225798","6.9773956244594","0.0509058323363985","5.95555555555556"
"X1568.40497","68.55636","87.855109","79.930492","96.32649","95.008592","93.084647","54.986006","60.121309","80.930027","0.0281864333705422","6.85767615064169","0.0509058323363985","5.95555555555556"
"X1569.841238","68.559595","87.969028","79.959211","96.384484","95.089615","93.199866","55.9456","61.112515","81.267126","0.028983737120876","6.76644392139838","0.0509058323363985","5.95555555555556"
"X1571.277507","68.579435","88.057949","79.993625","96.443403","95.174166","93.317158","56.936233","62.16482","81.607266","0.0297330619198536","6.68370110840098","0.0509058323363985","5.95555555555556"
"X1572.713775","68.614968","88.129869","80.031868","96.496615","95.248039","93.418701","57.937978","63.253439","81.946834","0.0305037428533355","6.60145117200079","0.0509058323363985","5.95555555555556"
"X1574.150043","68.666588","88.180552","80.073834","96.541192","95.307048","93.503609","58.927022","64.331231","82.269058","0.0312183731341605","6.52762157069591","0.0509058323363985","5.95555555555556"
"X1575.586312","68.729863","88.20365","80.119352","96.587206","95.365761","93.594274","59.932691","65.384688","82.572677","0.0317275157664191","6.47638213202434","0.0509058323363985","5.95555555555556"
"X1577.02258","68.808581","88.202592","80.164098","96.61485","95.398941","93.652987","60.955399","66.441093","82.851879","0.0321401837478087","6.43564956274772","0.0509058323363985","5.95555555555556"
"X1578.458848","68.895305","88.184396","80.215023","96.654663","95.439499","93.723677","62.05874","67.521237","83.115302","0.0322632367720894","6.42363832223952","0.0509058323363985","5.95555555555556"
"X1579.895117","68.996405","88.141473","80.266191","96.685626","95.465058","93.780836","63.150726","68.549211","83.347929","0.032145150514296","6.43516356842522","0.0509058323363985","5.95555555555556"
"X1581.331385","69.109317","88.075553","80.315078","96.704672","95.472745","93.811703","64.173634","69.493257","83.531034","0.0317753026566235","6.47162923699126","0.0608100626252179","5.6"
"X1582.767653","69.237178","87.990221","80.360762","96.712262","95.46323","93.821311","65.124003","70.348838","83.648093","0.0310519890130439","6.54460837265762","0.0608100626252179","5.6"
"X1584.203921","69.339812","87.94336","80.403161","96.71684","95.461596","93.836732","66.023693","71.1463","83.756447","0.0304698358168978","6.60501137134816","0.0608100626252179","5.6"
"X1585.64019","69.463074","87.866626","80.445277","96.704035","95.430432","93.810561","66.777179","71.822483","83.766823","0.0295018843540618","6.70892924141474","0.0608100626252179","5.6"
"X1587.076458","69.59097","87.783045","80.485249","96.677997","95.38194","93.75528","67.356809","72.317201","83.681141","0.0282536451093824","6.84985323525655","0.0608100626252179","5.6"
"X1588.512726","69.712609","87.698959","80.517359","96.627783","95.303357","93.654482","67.736966","72.626869","83.510073","0.0269725895623547","7.00338629675501","0.0608100626252179","5.6"
"X1589.948995","69.847782","87.618713","80.55599","96.583817","95.231072","93.554823","68.021071","72.87544","83.265851","0.0254261140297918","7.20221781228831","0.0608100626252179","5.6"
"X1591.385263","69.981311","87.534808","80.591543","96.532227","95.156543","93.451329","68.147855","73.006295","83.012299","0.0240206064865883","7.39744420548417","0.0608100626252179","5.6"
"X1592.821531","70.113412","87.456442","80.621968","96.462451","95.057809","93.311212","68.079343","72.981186","82.703095","0.0227284308980414","7.59086510725506","0.0608100626252179","5.6"
"X1594.257799","70.242833","87.376441","80.647528","96.377856","94.943375","93.14785","67.832109","72.816905","82.328596","0.021425695027937","7.80130629793461","0.0608100626252179","5.6"
"X1595.694068","70.365851","87.292123","80.668214","96.285722","94.822387","92.971007","67.467707","72.557852","81.902458","0.020089061640462","8.03573773617105","0.0608100626252179","5.6"
"X1597.130336","70.485323","87.211242","80.684338","96.17685","94.680172","92.762672","66.979399","72.204414","81.412013","0.0187715216528062","8.28811508430128","0.0608100626252179","5.6"
"X1598.566604","70.595844","87.132029","80.700271","96.077275","94.546233","92.562603","66.400799","71.780761","80.86777","0.0173707917901719","8.58371996044474","0.0608100626252179","5.6"
"X1600.002873","70.699448","87.045083","80.705134","95.956752","94.38892","92.330158","65.660004","71.243937","80.255551","0.0160110682342477","8.90276388533937","0.0509058323363985","5.95555555555556"
"X1601.439141","70.793567","86.953192","80.701568","95.825714","94.218169","92.071619","64.723678","70.558465","79.556483","0.0146424481735603","9.26262242446291","0.0389902195744872","6.48888888888889"
"X1602.875409","70.845129","86.844216","80.669876","95.698491","94.049332","91.811396","63.65126","69.771609","78.784721","0.0132780660590652","9.66901877448233","0.0389902195744872","6.48888888888889"
"X1604.311677","70.933342","86.751267","80.662229","95.542592","93.849433","91.501981","62.444432","68.883586","77.940794","0.0119879985059128","10.1080783321314","0.0389902195744872","6.48888888888889"
"X1605.747946","71.006852","86.651828","80.643142","95.381464","93.64162","91.168896","61.035169","67.809509","76.957955","0.0106221577051838","10.647413165975","0.0389902195744872","6.48888888888889"
"X1607.184214","71.056787","86.543909","80.609423","95.220433","93.432134","90.831714","59.467676","66.593656","75.939316","0.00942320666460526","11.2032702116737","0.0389902195744872","6.48888888888889"
"X1608.620482","71.084972","86.428251","80.561202","95.063474","93.224377","90.497943","57.756111","65.33054","74.971233","0.00855922375279774","11.6659363155476","0.0389902195744872","6.48888888888889"
"X1610.056751","71.102309","86.304705","80.507112","94.941462","93.05481","90.245701","55.962164","64.066449","74.090432","0.00792178250759704","12.0492070203788","0.0389902195744872","6.48888888888889"
"X1611.493019","71.094984","86.17176","80.433879","94.806328","92.8711","89.938248","54.079313","62.785312","73.214402","0.00748663607927371","12.3353024972897","0.0389902195744872","6.48888888888889"
"X1612.929287","71.063208","86.028715","80.34407","94.681252","92.696883","89.637104","52.039005","61.332682","72.242632","0.00701343111948374","12.672721247591","0.0389902195744872","6.48888888888889"
"X1614.365555","71.009744","85.877504","80.241158","94.571481","92.538533","89.365528","49.89452","59.811837","71.340544","0.0067287655062833","12.8906912722409","0.0389902195744872","6.48888888888889"
"X1615.801824","70.931703","85.717228","80.124963","94.480016","92.398269","89.128585","47.742753","58.315114","70.571774","0.00665993032424842","12.9452509812043","0.0273237224472925","7.2"
"X1617.238092","70.832947","85.548296","79.995666","94.407413","92.278115","88.930803","45.644207","56.79502","69.870709","0.006645431640236","12.9568387526696","0.0273237224472925","7.2"
"X1618.67436","70.708394","85.369601","79.850382","94.353785","92.178007","88.768748","43.633047","55.255021","69.274113","0.00671258443290737","12.9034495033226","0.0273237224472925","7.2"
"X1620.110629","70.561579","85.181597","79.690015","94.318949","92.099145","88.645697","41.764805","53.70883","68.803112","0.00685298112670396","12.7940948863198","0.0273237224472925","7.2"
"X1621.546897","70.384387","84.985148","79.511261","94.300727","92.040256","88.553919","40.067009","52.122665","68.444163","0.00703668696660121","12.6554363765994","0.0273237224472925","7.2"
"X1622.983165","70.196966","84.77912","79.323472","94.301151","92.001862","88.503072","38.643709","50.617864","68.210768","0.00724137216663785","12.5065183917027","0.0273237224472925","7.2"
"X1624.419433","70.045768","84.589841","79.160421","94.294978","91.960079","88.455564","37.420027","49.052937","68.06775","0.00745154138048832","12.3593398113172","0.0273237224472925","7.2"
"X1625.855702","69.855082","84.385593","78.972692","94.314214","91.94705","88.45031","36.35715","47.417078","67.98715","0.00766574946517825","12.2149214391337","0.0273237224472925","7.2"
"X1627.29197","69.646355","84.177084","78.776378","94.348444","91.95351","88.483492","35.484781","45.837783","68.063845","0.0080251818270527","11.9842943047582","0.0273237224472925","7.2"
"X1628.728238","69.428044","83.966879","78.573977","94.394853","91.976527","88.545163","34.766492","44.439074","68.268194","0.00853441341371774","11.6801343162505","0.0273237224472925","7.2"
"X1630.164507","69.197752","83.75454","78.363384","94.450603","92.014089","88.631632","34.215198","43.180377","68.520768","0.00907918974712956","11.380441637547","0.0273237224472925","7.2"
"X1631.600775","68.963375","83.542416","78.150058","94.500176","92.049432","88.667148","33.750582","41.972464","68.715975","0.00957028160462234","11.1301362331435","0.0273237224472925","7.2"
"X1633.037043","68.718758","83.330657","77.935757","94.562095","92.099226","88.742163","33.260721","40.697853","68.854304","0.0100015405162851","10.9240515299467","0.0389902195744872","6.48888888888889"
"X1634.473311","68.470823","83.121093","77.724105","94.62949","92.157918","88.833966","32.758426","39.570477","69.089772","0.0106161135168828","10.6500026850522","0.0389902195744872","6.48888888888889"
"X1635.90958","68.216173","82.912124","77.512296","94.699469","92.222094","88.931012","32.235613","38.468049","69.35523","0.0113229898060123","10.3598284837279","0.0389902195744872","6.48888888888889"
"X1637.345848","67.959942","82.705384","77.30181","94.770125","92.290187","89.029665","31.707921","37.332828","69.581342","0.0120002325017796","10.1036223433823","0.0389902195744872","6.48888888888889"
"X1638.782116","67.70007","82.499377","77.08982","94.840864","92.361533","89.129974","31.182826","36.266177","69.820931","0.0127264499820239","9.84947833276106","0.0389902195744872","6.48888888888889"
"X1640.218385","67.441714","82.295265","76.877328","94.909731","92.434889","89.230143","30.749474","35.347549","70.079291","0.01346477629141","9.61018739864718","0.0389902195744872","6.48888888888889"
"X1641.654653","67.181184","82.0932","76.664717","94.976722","92.509553","89.328805","30.377663","34.525381","70.342877","0.0142072818206792","9.38656605312446","0.0389902195744872","6.48888888888889"
"X1643.090921","66.937184","81.893173","76.461707","95.044939","92.586358","89.437024","30.061499","33.78432","70.625389","0.0149652008789038","9.17382546792448","0.0389902195744872","6.48888888888889"
"X1644.527189","66.687859","81.696453","76.259277","95.11158","92.665068","89.54343","29.744185","33.032274","70.914875","0.0157701584697991","8.96306793281237","0.0389902195744872","6.48888888888889"
"X1645.963458","66.44283","81.50397","76.062428","95.178416","92.746527","89.653122","29.492239","32.399251","71.215571","0.0165757786017727","8.76602975321241","0.0389902195744872","6.48888888888889"
"X1647.399726","66.198939","81.313559","75.868188","95.245811","92.830585","89.766433","29.378151","31.998818","71.527316","0.017331871738167","8.5923841898656","0.0389902195744872","6.48888888888889"
"X1648.835994","65.959974","81.126762","75.6779","95.31428","92.917507","89.885332","29.356747","31.787177","71.854479","0.0180648631724163","8.43342540285178","0.0389902195744872","6.48888888888889"
"X1650.272263","65.722169","80.941538","75.488565","95.384044","93.007289","90.009928","29.47748","31.745385","72.195908","0.0187568222830109","8.29106307569238","0.0389902195744872","6.48888888888889"
"X1651.708531","65.487601","80.758776","75.303242","95.45573","93.099836","90.141182","29.615549","31.737955","72.553432","0.0194827955806894","8.14904059510682","0.0389902195744872","6.48888888888889"
"X1653.144799","65.252909","80.576975","75.121117","95.529851","93.195922","90.27955","29.784344","31.788397","72.925474","0.0202307214899729","8.00991917911801","0.0389902195744872","6.48888888888889"
"X1654.581067","65.021718","80.396431","74.943901","95.606776","93.295892","90.425515","29.996005","31.939904","73.315533","0.0209926722602155","7.87506879264827","0.0389902195744872","6.48888888888889"
"X1656.017336","64.788892","80.211197","74.758554","95.685513","93.400886","90.574386","30.268711","32.108897","73.722399","0.0217831596262868","7.7418964958719","0.0389902195744872","6.48888888888889"
"X1657.453604","64.56152","80.031291","74.58431","95.767046","93.50752","90.734075","30.651188","32.384547","74.151926","0.0225743495409817","7.61490649598496","0.0389902195744872","6.48888888888889"
"X1658.889872","64.332127","79.848784","74.405026","95.849794","93.617473","90.898533","31.126749","32.806419","74.597918","0.023350383135167","7.49598620141695","0.0509058323363985","5.95555555555556"
"X1660.326141","64.103776","79.665464","74.222689","95.933675","93.730531","91.068119","31.735193","33.379271","75.060142","0.0240896075158048","7.38750741099671","0.0509058323363985","5.95555555555556"
"X1661.762409","63.871771","79.480131","74.036984","96.018938","93.846098","91.24281","32.388505","34.007995","75.534358","0.0248392252828575","7.28194412021814","0.0509058323363985","5.95555555555556"
"X1663.198677","63.639669","79.294114","73.850903","96.105533","93.963676","91.422163","33.115121","34.696508","76.021041","0.0255853745839379","7.18100525237167","0.0509058323363985","5.95555555555556"
"X1664.634945","63.403013","79.106473","73.662746","96.193008","94.083207","91.604951","33.923427","35.490615","76.517394","0.0263032479871511","7.08752896807809","0.0509058323363985","5.95555555555556"
"X1666.071214","63.168675","78.919981","73.475222","96.281277","94.204745","91.790847","34.85951","36.428199","77.024598","0.0269557785412673","7.00546540804936","0.0509058323363985","5.95555555555556"
"X1667.507482","62.932711","78.733511","73.286723","96.370059","94.327374","91.978224","35.889177","37.486307","77.53743","0.0275424186928948","6.93391781557317","0.0509058323363985","5.95555555555556"
"X1668.94375","62.735975","78.573364","73.125772","96.45831","94.448768","92.160917","36.999149","38.632211","78.048787","0.0280455708752219","6.87415241307087","0.0509058323363985","5.95555555555556"
"X1670.380019","62.483175","78.375189","72.921154","96.547599","94.57452","92.353703","38.159829","39.846834","78.575202","0.0285261104056524","6.81839277901962","0.0608100626252179","5.6"
"X1671.816287","62.236294","78.182755","72.72105","96.636323","94.700669","92.545136","39.339681","41.076178","79.104964","0.0289753577691145","6.76738527971008","0.0608100626252179","5.6"
"X1673.252555","62.002505","77.999738","72.530209","96.72461","94.827163","92.734329","40.586637","42.388246","79.634192","0.0293203154107986","6.72892918129506","0.0608100626252179","5.6"
"X1674.688823","61.784858","77.827815","72.351832","96.812703","94.953818","92.920923","41.920255","43.792654","80.163609","0.0295341466053736","6.70539270178617","0.0608100626252179","5.6"
"X1676.125092","61.586861","77.668824","72.185796","96.899987","95.080218","93.103302","43.31794","45.277163","80.690762","0.0296100204798639","6.69709578502242","0.0608100626252179","5.6"
"X1677.56136","61.414472","77.531962","72.048493","96.98696","95.203173","93.287228","44.767319","46.825862","81.217101","0.0295586706066519","6.70270786162131","0.0608100626252179","5.6"
"X1678.997628","61.262112","77.409279","71.922291","97.071975","95.325031","93.464554","46.251812","48.427724","81.733684","0.0293469796870263","6.725981763145","0.0608100626252179","5.6"
"X1680.433897","61.134658","77.305826","71.816975","97.155619","95.444856","93.638637","47.797182","50.097577","82.242771","0.0289471566902802","6.77055613114743","0.0608100626252179","5.6"
"X1681.870165","61.05848","77.242818","71.757427","97.235447","95.557224","93.804852","49.342201","51.793174","82.725618","0.0283746340806716","6.83583341905092","0.0608100626252179","5.6"
"X1683.306433","60.980805","77.171883","71.688948","97.316913","95.67423","93.972845","50.978144","53.577633","83.215583","0.0275679556356812","6.93084951572788","0.0608100626252179","5.6"
"X1684.742702","60.919094","77.120453","71.643497","97.396323","95.788301","94.136506","52.649877","55.42484","83.705117","0.0266018684647507","7.04964083655237","0.0608100626252179","5.6"
"X1686.17897","60.896609","77.097194","71.629115","97.473728","95.899618","94.295327","54.348301","57.306687","84.183799","0.025453102094052","7.19861071454396","0.0608100626252179","5.6"
"X1687.615238","60.910236","77.100821","71.642052","97.549047","96.008414","94.449718","56.066738","59.205239","84.654154","0.0241496173175202","7.37889624210329","0.0608100626252179","5.6"
"X1689.051506","60.964757","77.133208","71.684356","97.622958","96.115012","94.60101","57.857538","61.189215","85.120963","0.02262756664129","7.60657833613247","0.0664629179866731","5.42222222222222"
"X1690.487775","60.987867","77.146451","71.703708","97.697097","96.22376","94.761121","59.5829","63.129472","85.598511","0.0210724077352101","7.86133480148849","0.0664629179866731","5.42222222222222"
"X1691.924043","61.071815","77.203403","71.768636","97.769516","96.329503","94.914666","61.318027","65.072668","86.073862","0.0194639636444476","8.15263510696829","0.0664629179866731","5.42222222222222"
"X1693.360311","61.187122","77.282413","71.855429","97.841148","96.434391","95.067459","63.06722","66.996329","86.555216","0.0178135251770932","8.48694735643345","0.0664629179866731","5.42222222222222"
"X1694.79658","61.328633","77.381571","71.962373","97.912022","96.53811","95.220176","64.844318","68.963042","87.03415","0.0160748722469146","8.88699494491049","0.0664629179866731","5.42222222222222"
"X1696.232848","61.495088","77.500671","72.089547","97.982288","96.640174","95.372811","66.655395","70.932698","87.516856","0.0143084707144138","9.3572978611568","0.0664629179866731","5.42222222222222"
"X1697.669116","61.682403","77.637091","72.233624","98.051522","96.740161","95.525006","68.412305","72.812136","87.997613","0.0126616225209858","9.87137077279507","0.0608100626252179","5.6"
"X1699.105384","61.886539","77.788305","72.391352","98.118896","96.837312","95.675193","70.241589","74.671614","88.469031","0.0109813430377927","10.4969643862548","0.0608100626252179","5.6"
"X1700.541653","62.108437","77.953627","72.562152","98.183966","96.931813","95.823479","72.201577","76.572848","88.942314","0.00925879771285134","11.2868468572007","0.0608100626252179","5.6"
"X1701.977921","62.346159","78.131591","72.745238","98.246659","97.022895","95.96864","74.173445","78.421717","89.424976","0.00769912548283177","12.1929038278554","0.0389902195744872","6.48888888888889"
"X1703.414189","62.552548","78.28383","72.896436","98.310822","97.119505","96.118007","76.235341","80.284455","89.961688","0.00624674676187741","13.2893324875544","0.0389902195744872","6.48888888888889"
"X1704.850458","62.77013","78.454467","73.066323","98.370803","97.209576","96.261307","78.249107","82.058091","90.47975","0.00503576960048016","14.5024684765304","0.0389902195744872","6.48888888888889"
"X1706.286726","63.002126","78.633992","73.242268","98.428694","97.297548","96.401565","80.09816","83.637687","90.965816","0.00410145684705192","15.7416808997771","0.0273237224472925","7.2"
"X1707.722994","63.237455","78.817247","73.418006","98.48483","97.383563","96.53904","81.795056","85.053827","91.427854","0.00338819148223792","16.974010443416","0.0273237224472925","7.2"
"X1709.159262","63.476569","79.003904","73.594849","98.539308","97.466968","96.67343","83.297915","86.304608","91.86202","0.00286515528477234","18.1221699743259","0.0273237224472925","7.2"
"X1710.595531","63.715454","79.191523","73.771285","98.591597","97.547012","96.803495","84.514631","87.312838","92.260715","0.00252068799208641","19.0435510412477","0.0273237224472925","7.2"
"X1712.031799","63.957173","79.38117","73.949268","98.641393","97.623262","96.928686","85.563739","88.161354","92.624418","0.00226829422665007","19.8325697094071","0.0273237224472925","7.2"
"X1713.468067","64.195496","79.569769","74.1268","98.688676","97.694931","97.048065","86.413553","88.85351","92.943689","0.00209502746602918","20.4454198552344","0.0273237224472925","7.2"
"X1714.904336","64.433367","79.758896","74.306438","98.732977","97.761372","97.160211","87.083205","89.45163","93.212826","0.00197668114727656","20.9042826110792","0.0273237224472925","7.2"
"X1716.340604","64.675996","79.942064","74.493166","98.770089","97.816597","97.253988","87.58187","89.889114","93.424112","0.00190331825915933","21.2075469818699","0.0273237224472925","7.2"
"X1717.776872","64.907612","80.130948","74.672818","98.81051","97.875416","97.356064","87.975021","90.238098","93.623003","0.00186409294029885","21.3761661168348","0.0273237224472925","7.2"
"X1719.21314","65.140166","80.317075","74.854106","98.846399","97.927761","97.446964","88.431479","90.626296","93.788781","0.00180498392376824","21.6394007932443","0.0273237224472925","7.2"
"X1720.649409","65.378375","80.500417","75.038525","98.877746","97.973863","97.526457","88.905937","91.038767","93.940235","0.00174050149451444","21.9400003100225","0.0273237224472925","7.2"
"X1722.085677","65.620007","80.68044","75.225652","98.904829","98.013998","97.594949","89.326596","91.406666","94.086445","0.00169084677974911","22.1817845075701","0.0273237224472925","7.2"
"X1723.521945","65.871636","80.859726","75.418431","98.927873","98.048943","97.653872","89.764588","91.789198","94.226643","0.0016372617580625","22.4535609527809","0.0273237224472925","7.2"
"X1724.958214","66.128445","81.036102","75.61387","98.94709","98.078964","97.703637","90.15266","92.126271","94.324121","0.00159082538673243","22.6988536050229","0.0273237224472925","7.2"
"X1726.394482","66.394893","81.211694","75.815384","98.963113","98.104827","97.745885","90.456848","92.395484","94.402345","0.001560004599852","22.8669939643534","0.0273237224472925","7.2"
"X1727.83075","66.669165","81.385648","76.022014","98.976328","98.127132","97.781599","90.735678","92.640843","94.470704","0.00153271052714219","23.0196354742342","0.0273237224472925","7.2"
"X1729.267018","66.953451","81.558746","76.233882","98.98651","98.145978","97.811119","90.981622","92.854895","94.529278","0.00150955645661935","23.1519936048024","0.0273237224472925","7.2"
"X1730.703287","67.245376","81.730627","76.450995","98.993724","98.161458","97.83459","91.196534","93.043044","94.577402","0.00149036864062071","23.2637470370459","0.0273237224472925","7.2"
"X1732.139555","67.547017","81.902045","76.674543","98.998303","98.173734","97.852403","91.418937","93.230037","94.616614","0.00146802621488015","23.3963159342269","0.0273237224472925","7.2"
"X1733.575823","67.854246","82.071646","76.902564","99.00055","98.182785","97.864525","91.59705","93.385131","94.643898","0.00145171843451711","23.4947885281363","0.0273237224472925","7.2"
"X1735.012092","68.172109","82.241656","77.137801","99.000807","98.189221","97.871195","91.758499","93.522486","94.664054","0.00143650446015476","23.5879954103781","0.0273237224472925","7.2"
"X1736.44836","68.496951","82.409942","77.378025","98.999284","98.193249","97.872634","91.913316","93.65149","94.676125","0.00142032056834881","23.6886002017586","0.0273237224472925","7.2"
"X1737.884628","68.81925","82.586424","77.613014","99.003282","98.205663","97.888354","92.10081","93.813133","94.7147","0.00140249364157908","23.8012029688058","0.0273237224472925","7.2"
"X1739.320896","69.153377","82.758703","77.855373","99.002196","98.211871","97.891635","92.267361","93.952561","94.731585","0.00138374964568648","23.9216752089675","0.0273237224472925","7.2"
"X1740.757165","69.495534","82.931241","78.100704","99.000156","98.217166","97.892416","92.414928","94.07543","94.741756","0.00136577714519317","24.039249990189","0.0273237224472925","7.2"
"X1742.193433","69.840897","83.10418","78.347465","98.997513","98.221621","97.891805","92.550926","94.189443","94.747353","0.00134908666949546","24.1503003120462","0.0273237224472925","7.2"
"X1743.629701","70.191977","83.278333","78.596566","98.994538","98.225284","97.890547","92.68148","94.298316","94.750746","0.00133228724755749","24.2639408631533","0.0273237224472925","7.2"
"X1745.06597","70.519443","83.441592","78.829641","98.990249","98.225559","97.886667","92.790164","94.387721","94.746125","0.00131982584479567","24.3494782239506","0.0273237224472925","7.2"
"X1746.502238","70.886296","83.622478","79.088279","98.987889","98.229898","97.886425","92.915604","94.492931","94.751253","0.00130313521547234","24.4657477852426","0.0273237224472925","7.2"
